year,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunications Services,Utilities
2012,77.46153846153847,47.3,22.565217391304348,236.33333333333334,81.30434782608695,41.69230769230769,119.38888888888889,54.64705882352941,62.57142857142857,34.8,8.3
2013,69.84,46.75,34.935483870967744,99.0,118.3953488372093,49.096774193548384,171.08928571428572,59.0,68.71428571428571,65.2,10.75
2014,64.29577464788733,42.32258064516129,36.806451612903224,95.0,110.95348837209302,44.442622950819676,152.76271186440678,51.47826086956522,80.28571428571429,28.4,10.916666666666666
2015,54.4078947368421,51.59375,56.67741935483871,92.66666666666667,100.80952380952381,42.53225806451613,163.14754098360655,38.958333333333336,61.285714285714285,117.0,13.625
2016,44.05357142857143,35.43478260869565,127.875,77.66666666666667,105.9090909090909,44.13513513513514,190.2325581395349,34.25,,,9.75
